BATTING,dismissal,R,B,4s,6s,SR,id
Colin Ingram,not out,17,22,1,0,77.27,149
Mohammad Nabi,not out,30,14,2,3,214.28,149
Imam-ul-Haq,c †Dunk b Shaheen Shah Afridi,0,1,0,0,0.00,150
Kamran Akmal †,c Agha Salman b Salman Mirza,5,10,1,0,50.00,150
Shoaib Malik,c †Dunk b Wiese,26,24,4,0,108.33,150
Haider Ali,c †Dunk b Salman Mirza,0,1,0,0,0.00,150
Ravi Bopara,c Rashid Khan b Shaheen Shah Afridi,50,44,6,0,113.63,150
Sherfane Rutherford,c Agha Salman b Shaheen Shah Afridi,26,27,0,2,96.29,150
Amad Butt,not out,23,11,1,2,209.09,150
Wahab Riaz (c),not out,1,2,0,0,50.00,150
Fakhar Zaman,c Shoaib Malik b Wahab Riaz,15,15,1,1,100.00,150
Sohail Akhtar (c),c Shoaib Malik b Mujeeb Ur Rahman,14,14,2,0,100.00,150
Agha Salman,b Amad Butt,21,16,4,0,131.25,150
Mohammad Hafeez,not out,33,26,5,0,126.92,150
Ben Dunk †,b Wahab Riaz,22,14,2,1,157.14,150
Samit Patel,b Mahmood,8,11,0,0,72.72,150
David Wiese,lbw b Mahmood,0,1,0,0,0.00,150
Rashid Khan,not out,27,15,3,1,180.00,150
Mohammad Rizwan (c)†,b Mohammad Wasim,71,53,8,2,133.96,151
Chris Lynn,c †Salt b Faheem Ashraf,1,5,0,0,20.00,151
James Vince,c Faheem Ashraf b Gregory,16,17,1,1,94.11,151
Rilee Rossouw,c Mohammad Wasim b Shadab Khan,25,14,2,2,178.57,151
Sohaib Maqsood,c Iftikhar Ahmed b Mohammad Wasim,2,4,0,0,50.00,151
Khushdil Shah,c Hales b Gregory,7,8,0,0,87.50,151
Carlos Brathwaite,not out,22,14,2,1,157.14,151
Shahid Afridi,c Shadab Khan b Mohammad Wasim,0,1,0,0,0.00,151
Sohail Tanvir,c & b Hasan Ali,4,4,0,0,100.00,151
Phil Salt †,c Vince b Mohammad Umar,13,12,2,0,108.33,151
Alex Hales,b Shahid Afridi,29,20,2,2,145.00,151
Shadab Khan (c),c Rossouw b Brathwaite,5,6,1,0,83.33,151
Hussain Talat,c sub (Shan Masood) b Khushdil Shah,10,16,0,1,62.50,151
Asif Ali,c Vince b Shahid Afridi,9,9,2,0,100.00,151
Iftikhar Ahmed,run out (Shahid Afridi),1,4,0,0,25.00,151
Lewis Gregory,not out,49,31,6,1,158.06,151
Faheem Ashraf,c Shahid Afridi b Brathwaite,22,12,2,1,183.33,151
Zafar Gohar,not out,3,4,0,0,75.00,151
Tom Banton,c Ahmed Daniyal b Haris Rauf,4,8,0,0,50.00,152
Saim Ayub,c Sohail Akhtar b Shaheen Shah Afridi,3,5,0,0,60.00,152
Chris Gayle,b Rashid Khan,68,40,5,5,170.00,152
Sarfaraz Ahmed (c)†,c †Dunk b Haris Rauf,40,33,5,0,121.21,152
Azam Khan,c Shaheen Shah Afridi b Ahmed Daniyal,13,9,1,0,144.44,152
Mohammad Nawaz,not out,33,20,1,3,165.00,152
Ben Cutting,b Haris Rauf,5,6,0,0,83.33,152
Anwar Ali,not out,1,1,0,0,100.00,152
Fakhar Zaman,not out,82,52,8,2,157.69,152
Sohail Akhtar (c),b Zahid Mahmood,21,26,3,0,80.76,152
Mohammad Hafeez,not out,73,33,5,6,221.21,152
Mohammad Rizwan (c)†,c Imam-ul-Haq b Mohammad Imran,41,28,3,2,146.42,153
Chris Lynn,c Haider Ali b Mohammad Irfan,1,4,0,0,25.00,153
James Vince,c Mohammad Irfan b Mahmood,84,55,9,3,152.72,153
Sohaib Maqsood,c †Kamran Akmal b Mahmood,36,21,4,2,171.42,153
Rilee Rossouw,not out,14,8,1,1,175.00,153
Khushdil Shah,not out,6,5,0,0,120.00,153
Imam-ul-Haq,run out (Brathwaite/†Mohammad Rizwan),48,39,5,0,123.07,153
Kamran Akmal †,lbw b Usman Qadir,37,24,5,2,154.16,153
Tom Kohler-Cadmore,c Sohail Tanvir b Shahnawaz Dahani,53,32,6,1,165.62,153
Sherfane Rutherford,c Brathwaite b Shahnawaz Dahani,15,6,2,1,250.00,153
Shoaib Malik,not out,11,5,0,1,220.00,153
Haider Ali,not out,24,8,2,2,300.00,153
Sharjeel Khan,lbw b Hasan Ali,105,59,9,8,177.96,154
Babar Azam,run out (Hales/Hasan Ali),62,54,6,1,114.81,154
Dan Christian,not out,12,5,2,0,240.00,154
Mohammad Nabi,c Zafar Gohar b Hussain Talat,7,5,0,1,140.00,154
Phil Salt †,c Christian b Imad Wasim,0,2,0,0,0.00,154
Alex Hales,c sub (Qasim Akram) b Waqas Maqsood,46,21,8,1,219.04,154
Shadab Khan (c),lbw b Mohammad Amir,0,1,0,0,0.00,154
Faheem Ashraf,b Arshad Iqbal,25,15,2,2,166.66,154
Iftikhar Ahmed,not out,49,37,2,3,132.43,154
Hussain Talat,lbw b Mohammad Nabi,42,31,4,0,135.48,154
Asif Ali,not out,21,9,1,2,233.33,154
Fakhar Zaman,c †Mohammad Rizwan b Shahnawaz Dahani,9,11,1,0,81.81,155
Sohail Akhtar (c),c Usman Qadir b Brathwaite,7,12,1,0,58.33,155
Joe Denly,c †Mohammad Rizwan b Brathwaite,31,29,2,2,106.89,155
Mohammad Hafeez,run out (Brathwaite/Usman Qadir),60,35,3,5,171.42,155
Ben Dunk †,c Shahid Afridi b Usman Qadir,1,2,0,0,50.00,155
Samit Patel,not out,26,20,2,1,130.00,155
David Wiese,c Brathwaite b Shahnawaz Dahani,13,8,1,1,162.50,155
Shaheen Shah Afridi,not out,3,3,0,0,100.00,155
Mohammad Rizwan (c)†,c Haris Rauf b Shaheen Shah Afridi,76,49,12,0,155.10,155
Chris Lynn,b Shaheen Shah Afridi,0,2,0,0,0.00,155
James Vince,c Haris Rauf b Patel,5,6,1,0,83.33,155
Sohaib Maqsood,not out,61,41,7,2,148.78,155
Rilee Rossouw,not out,1,2,0,0,50.00,155
Saim Ayub,run out (Rutherford),21,19,4,0,110.52,156
Cameron Delport,c Imam-ul-Haq b Mohammad Imran,2,5,0,0,40.00,156
Faf du Plessis,c Mujeeb Ur Rahman b Wahab Riaz,37,26,4,1,142.30,156
Sarfaraz Ahmed (c)†,c Shoaib Malik b Wahab Riaz,81,40,12,1,202.50,156
Azam Khan,c Kohler-Cadmore b Mahmood,47,26,6,2,180.76,156
Ben Cutting,b Mahmood,0,1,0,0,0.00,156
Mohammad Nawaz,c Kohler-Cadmore b Mahmood,2,2,0,0,100.00,156
Dale Steyn,not out,0,2,0,0,0.00,156
Zahid Mahmood,not out,0,0,0,0,-,156
Imam-ul-Haq,b Zahid Mahmood,41,30,4,1,136.66,156
Kamran Akmal †,c Cutting b Usman Shinwari,3,8,0,0,37.50,156
Tom Kohler-Cadmore,c Delport b Steyn,4,4,1,0,100.00,156
Haider Ali,c du Plessis b Steyn,50,29,5,2,172.41,156
Shoaib Malik,lbw b Cutting,34,20,1,3,170.00,156
Sherfane Rutherford,not out,36,18,1,4,200.00,156
Wahab Riaz (c),b Mohammad Hasnain,20,8,1,2,250.00,156
Saqib Mahmood,run out (Mohammad Nawaz/Mohammad Hasnain),0,1,0,0,0.00,156
Mujeeb Ur Rahman,not out,0,0,0,0,-,156
Mohammad Rizwan (c)†,c Mohammad Nabi b Arshad Iqbal,43,32,5,0,134.37,157
Chris Lynn,c Babar Azam b Imad Wasim,32,14,6,1,228.57,157
James Vince,c Ingram b Arshad Iqbal,45,29,5,1,155.17,157
Sohaib Maqsood,not out,34,27,2,1,125.92,157
Rilee Rossouw,b Christian,7,4,0,1,175.00,157
Khushdil Shah,b Waqas Maqsood,6,7,0,0,85.71,157
Shahid Afridi,c Mohammad Nabi b Mohammad Amir,3,5,0,0,60.00,157
Carlos Brathwaite,not out,3,3,0,0,100.00,157
Sharjeel Khan,c †Mohammad Rizwan b Shahnawaz Dahani,27,14,4,1,192.85,157
Babar Azam,not out,90,60,13,1,150.00,157
Joe Clarke †,c Lynn b Shahnawaz Dahani,54,26,3,4,207.69,157
Colin Ingram,c Shahnawaz Dahani b Sohail Khan,6,5,1,0,120.00,157
Mohammad Nabi,not out,13,8,2,0,162.50,157
Paul Stirling,b Wahab Riaz,1,2,0,0,50.00,158
Alex Hales,c sub (Mohammad Imran) b Mahmood,41,27,5,1,151.85,158
Phil Salt †,b Mahmood,9,11,1,0,81.81,158
Faheem Ashraf,c Kohler-Cadmore b Umaid Asif,2,4,0,0,50.00,158
Shadab Khan (c),run out (Imam-ul-Haq/†Kamran Akmal),6,5,1,0,120.00,158
Hussain Talat,lbw b Mujeeb Ur Rahman,22,15,2,0,146.66,158
Iftikhar Ahmed,c Kohler-Cadmore b Wahab Riaz,7,12,0,0,58.33,158
Asif Ali,c Shoaib Malik b Wahab Riaz,19,12,0,2,158.33,158
Hasan Ali,lbw b Wahab Riaz,7,10,0,0,70.00,158
Mohammad Wasim,c †Kamran Akmal b Mahmood,1,2,0,0,50.00,158
Fawad Ahmed,not out,0,3,0,0,0.00,158
Imam-ul-Haq,c Faheem Ashraf b Hasan Ali,0,3,0,0,0.00,158
Kamran Akmal †,lbw b Mohammad Wasim,3,4,0,0,75.00,158
Tom Kohler-Cadmore,c †Salt b Fawad Ahmed,46,46,4,2,100.00,158
Shoaib Malik,not out,29,30,1,1,96.66,158
Haider Ali,c †Salt b Hasan Ali,36,18,3,3,200.00,158
Sherfane Rutherford,not out,6,2,0,0,300.00,158
Sharjeel Khan,c Patel b Wiese,64,39,5,6,164.10,159
Babar Azam,b Shaheen Shah Afridi,5,5,0,0,100.00,159
Joe Clarke †,run out (Haris Rauf),4,6,1,0,66.66,159
Colin Ingram,b Ahmed Daniyal,0,1,0,0,0.00,159
Mohammad Nabi,c Sohail Akhtar b Haris Rauf,57,35,4,3,162.85,159
Dan Christian,run out (Patel/Shaheen Shah Afridi),27,14,5,0,192.85,159
Imad Wasim (c),c Denly b Patel,0,1,0,0,0.00,159
Waqas Maqsood,b Shaheen Shah Afridi,12,11,2,0,109.09,159
Mohammad Ilyas,not out,4,5,0,0,80.00,159
Mohammad Amir,b Shaheen Shah Afridi,0,2,0,0,0.00,159
Arshad Iqbal,not out,0,1,0,0,0.00,159
Fakhar Zaman,c Babar Azam b Christian,83,54,8,4,153.70,159
Sohail Akhtar (c),run out (Imad Wasim),0,0,0,0,-,159
Joe Denly,b Mohammad Amir,0,1,0,0,0.00,159
Mohammad Hafeez,c Babar Azam b Waqas Maqsood,15,9,1,1,166.66,159
Ben Dunk †,not out,57,43,5,2,132.55,159
David Wiese,not out,31,9,3,3,344.44,159
Saim Ayub,c Stirling b Hasan Ali,5,3,1,0,166.66,160
Cameron Delport,b Faheem Ashraf,1,3,0,0,33.33,160
Faf du Plessis,lbw b Hasan Ali,17,11,3,0,154.54,160
Sarfaraz Ahmed (c)†,lbw b Faheem Ashraf,54,41,3,4,131.70,160
Azam Khan,c Iftikhar Ahmed b Faheem Ashraf,4,9,0,0,44.44,160
Ben Cutting,st †Rohail Nazir b Shadab Khan,23,17,2,1,135.29,160
Mohammad Nawaz,not out,31,29,1,1,106.89,160
Zahid Mahmood,run out (Shadab Khan),5,7,0,0,71.42,160
Dale Steyn,not out,0,0,0,0,-,160
Paul Stirling,b Zahid Mahmood,56,33,8,2,169.69,160
Alex Hales,b Zahid Mahmood,23,13,5,0,176.92,160
Rohail Nazir †,c Naseem Shah b Steyn,34,28,4,1,121.42,160
Shadab Khan (c),c Mohammad Nawaz b Mohammad Hasnain,21,17,2,0,123.52,160
Asif Ali,not out,16,10,2,1,160.00,160
Hussain Talat,not out,1,1,0,0,100.00,160
Kamran Akmal †,c Mohammad Ilyas b Abbas Afridi,21,17,4,0,123.52,161
Tom Kohler-Cadmore,c Sharjeel Khan b Abbas Afridi,10,11,0,1,90.90,161
Shoaib Malik (c),lbw b Mohammad Ilyas,1,2,0,0,50.00,161
Haider Ali,c Abbas Afridi b Christian,9,12,1,0,75.00,161
Ravi Bopara,not out,58,40,6,1,145.00,161
Sherfane Rutherford,c †Clarke b Mohammad Ilyas,46,32,3,3,143.75,161
Amad Butt,not out,27,7,3,2,385.71,161
Sharjeel Khan,c Mohammad Irfan b Mohammad Imran,0,1,0,0,0.00,161
Babar Azam,not out,77,47,6,3,163.82,161
Joe Clarke †,c †Kamran Akmal b Mohammad Irfan,17,14,4,0,121.42,161
Colin Ingram,c Haider Ali b Mahmood,3,11,0,0,27.27,161
Mohammad Nabi,c Kohler-Cadmore b Mahmood,67,35,8,4,191.42,161
Dan Christian,not out,16,9,2,1,177.77,161
Usman Khan,lbw b Imran Tahir,81,50,10,3,162.00,162
Saim Ayub,c Khushdil Shah b Imran Tahir,23,18,2,1,127.77,162
Faf du Plessis,b Sohail Khan,17,17,1,0,100.00,162
Azam Khan,lbw b Shahnawaz Dahani,17,10,2,1,170.00,162
Sarfaraz Ahmed (c)†,b Imran Khan,3,4,0,0,75.00,162
Ben Cutting,lbw b Shahnawaz Dahani,10,8,1,0,125.00,162
Mohammad Nawaz,c †Mohammad Rizwan b Shahnawaz Dahani,20,10,4,0,200.00,162
Qais Ahmad,not out,2,3,0,0,66.66,162
Mohammad Rizwan (c)†,c Mohammad Hasnain b Zahid Mahmood,66,50,7,2,132.00,162
James Vince,c †Sarfaraz Ahmed b Qais Ahmad,24,21,4,0,114.28,162
Shan Masood,lbw b Qais Ahmad,1,4,0,0,25.00,162
Rilee Rossouw,c Usman Khan b Qais Ahmad,3,8,0,0,37.50,162
Sohaib Maqsood,c Cutting b Mohammad Nawaz,2,4,0,0,50.00,162
Khushdil Shah,c Saim Ayub b Mohammad Hasnain,19,12,3,0,158.33,162
Carlos Brathwaite,c Cutting b Mohammad Hasnain,4,3,1,0,133.33,162
Sohail Khan,c du Plessis b Zahid Mahmood,8,5,0,1,160.00,162
Imran Tahir,run out (Zahid Mahmood/†Sarfaraz Ahmed),14,8,1,1,175.00,162
Imran Khan,not out,0,2,0,0,0.00,162
Shahnawaz Dahani,c du Plessis b Steyn,0,1,0,0,0.00,162
Usman Khawaja,c Faulkner b Haris Rauf,18,17,2,0,105.88,163
Colin Munro,b Faulkner,11,7,1,1,157.14,163
Rohail Nazir †,c Fakhar Zaman b Faulkner,8,5,2,0,160.00,163
Shadab Khan (c),c Sohail Akhtar b Faulkner,7,8,1,0,87.50,163
Iftikhar Ahmed,c Sohail Akhtar b Ahmed Daniyal,12,16,0,1,75.00,163
Hussain Talat,b Rashid Khan,14,17,1,0,82.35,163
Asif Ali,c Mohammad Hafeez b Ahmed Daniyal,7,9,1,0,77.77,163
Faheem Ashraf,c & b Shaheen Shah Afridi,27,24,2,1,112.50,163
Hasan Ali,c Shaheen Shah Afridi b Haris Rauf,14,9,2,0,155.55,163
Mohammad Wasim,not out,10,5,1,1,200.00,163
Fawad Ahmed,not out,4,3,0,0,133.33,163
Fakhar Zaman,b Faheem Ashraf,9,15,2,0,60.00,163
Sohail Akhtar (c),lbw b Fawad Ahmed,40,30,5,1,133.33,163
Mohammad Faizan,b Shadab Khan,9,12,1,0,75.00,163
Mohammad Hafeez,c Asif Ali b Hasan Ali,29,25,3,0,116.00,163
Ben Dunk †,c Iftikhar Ahmed b Hasan Ali,17,18,1,1,94.44,163
Tim David,not out,23,15,1,1,153.33,163
Rashid Khan,not out,15,5,3,0,300.00,163
Rahmanullah Gurbaz,st †Walton b Imad Wasim,3,4,0,0,75.00,164
Mohammad Rizwan (c)†,run out (Najibullah Zadran/†Walton),29,23,2,1,126.08,164
Sohaib Maqsood,b Waqas Maqsood,31,14,5,1,221.42,164
Rilee Rossouw,c Babar Azam b Perera,44,24,7,0,183.33,164
Shimron Hetmyer,c Waqas Maqsood b Perera,7,9,0,0,77.77,164
Khushdil Shah,not out,44,32,3,2,137.50,164
Sohail Tanvir,not out,14,14,1,0,100.00,164
Sharjeel Khan,run out (Imran Khan),4,6,0,0,66.66,164
Babar Azam,not out,85,63,5,4,134.92,164
Martin Guptill,b Imran Tahir,11,16,1,0,68.75,164
Najibullah Zadran,lbw b Imran Tahir,11,6,0,1,183.33,164
Chadwick Walton †,run out (Imran Tahir/Sohail Khan),35,23,4,1,152.17,164
Thisara Perera,c Rahmanullah Gurbaz b Imran Khan,0,2,0,0,0.00,164
Imad Wasim (c),c †Mohammad Rizwan b Imran Khan,0,1,0,0,0.00,164
Qasim Akram,c Sohaib Maqsood b Imran Khan,10,3,1,1,333.33,164
Fakhar Zaman,b Wahab Riaz,1,3,0,0,33.33,165
Sohail Akhtar (c),c †Kamran Akmal b Mohammad Irfan,7,7,1,0,100.00,165
Mohammad Faizan,c Wahab Riaz b Mohammad Imran,8,21,0,0,38.09,165
Mohammad Hafeez,c Miller b Umaid Asif,2,6,0,0,33.33,165
Ben Dunk †,c Umaid Asif b Allen,48,33,2,3,145.45,165
Tim David,not out,64,36,3,5,177.77,165
Rashid Khan,b Allen,8,7,0,0,114.28,165
James Faulkner,run out (Umaid Asif),22,7,1,2,314.28,165
Ahmed Daniyal,run out (†Kamran Akmal/Umaid Asif),0,0,0,0,-,165
Shaheen Shah Afridi,not out,0,0,0,0,-,165
Kamran Akmal †,c Haris Rauf b Faulkner,1,5,0,0,20.00,165
Haider Ali,lbw b Faulkner,3,6,0,0,50.00,165
Shoaib Malik,hit wicket b Haris Rauf,73,48,7,4,152.08,165
David Miller,b Rashid Khan,21,23,3,0,91.30,165
Rovman Powell,lbw b Rashid Khan,0,2,0,0,0.00,165
Sherfane Rutherford,b Rashid Khan,15,10,2,1,150.00,165
Fabian Allen,lbw b Rashid Khan,0,2,0,0,0.00,165
Wahab Riaz (c),b Rashid Khan,17,10,1,1,170.00,165
Umaid Asif,not out,23,12,0,3,191.66,165
Mohammad Imran,not out,1,2,0,0,50.00,165
Usman Khan,b Shadab Khan,14,19,2,0,73.68,166
Faf du Plessis,b Mohammad Wasim,5,8,0,0,62.50,166
Jake Weatherald,b Akif Javed,43,35,3,2,122.85,166
Sarfaraz Ahmed (c)†,c †Rohail Nazir b Muhammad Musa,2,3,0,0,66.66,166
Azam Khan,c †Rohail Nazir b Hasan Ali,26,23,2,1,113.04,166
Andre Russell,c Mohammad Wasim b Muhammad Musa,13,6,0,2,216.66,166
Mohammad Nawaz,b Mohammad Wasim,4,7,0,0,57.14,166
Jack Wildermuth,run out (Asif Ali/†Rohail Nazir),9,12,0,0,75.00,166
Khurram Shahzad,run out (Asif Ali/Hasan Ali),1,6,0,0,16.66,166
Mohammad Hasnain,not out,0,0,0,0,-,166
Zahid Mahmood,b Hasan Ali,0,2,0,0,0.00,166
Usman Khawaja,not out,40,27,6,1,148.14,166
Colin Munro,not out,90,36,12,5,250.00,166
Haider Ali,c Usman Khan b Mohammad Nawaz,0,1,0,0,0.00,167
Kamran Akmal †,lbw b Mohammad Hasnain,59,37,6,2,159.45,167
Shoaib Malik,c Zahir Khan b Mohammad Nawaz,2,6,0,0,33.33,167
David Miller,b Khurram Shahzad,73,46,6,4,158.69,167
Rovman Powell,not out,43,19,1,5,226.31,167
Sherfane Rutherford,run out (Weatherald/Zahid Mahmood),10,12,1,0,83.33,167
Fabian Allen,not out,0,0,0,0,-,167
Saim Ayub,c Allen b Mohammad Irfan,35,31,5,0,112.90,167
Usman Khan,c Shoaib Malik b Allen,28,23,2,1,121.73,167
Jake Weatherald,c †Kamran Akmal b Umaid Asif,13,8,1,1,162.50,167
Azam Khan,c Umaid Asif b Mohammad Irfan,0,3,0,0,0.00,167
Cameron Delport,b Mohammad Irfan,0,1,0,0,0.00,167
Sarfaraz Ahmed (c)†,not out,36,28,3,1,128.57,167
Mohammad Nawaz,b Umaid Asif,0,1,0,0,0.00,167
Khurram Shahzad,run out (Umaid Asif),11,20,0,0,55.00,167
Mohammad Hasnain,c †Kamran Akmal b Wahab Riaz,0,1,0,0,0.00,167
Zahid Mahmood,b Wahab Riaz,0,2,0,0,0.00,167
Zahir Khan,not out,6,3,1,0,200.00,167
Usman Khawaja,c †Dunk b Shaheen Shah Afridi,0,3,0,0,0.00,168
Colin Munro,lbw b Faulkner,4,11,0,0,36.36,168
Rohail Nazir †,lbw b Faulkner,1,3,0,0,33.33,168
Hussain Talat,c David b Faulkner,8,13,1,0,61.53,168
Shadab Khan (c),c †Dunk b Haris Rauf,5,7,0,0,71.42,168
Iftikhar Ahmed,c Rashid Khan b Haris Rauf,49,37,6,0,132.43,168
Asif Ali,hit wicket b Shaheen Shah Afridi,75,43,6,5,174.41,168
Mohammad Wasim,not out,4,4,0,0,100.00,168
Muhammad Musa,not out,0,0,0,0,-,168
Fakhar Zaman,c Iftikhar Ahmed b Muhammad Musa,44,37,4,2,118.91,168
Sohail Akhtar (c),lbw b Fawad Ahmed,34,19,6,1,178.94,168
Zeeshan Ashraf,run out (Shadab Khan/†Rohail Nazir),1,2,0,0,50.00,168
Mohammad Hafeez,c Hussain Talat b Muhammad Musa,8,8,1,0,100.00,168
Ben Dunk †,c †Rohail Nazir b Muhammad Musa,1,3,0,0,33.33,168
Tim David,c Iftikhar Ahmed b Shadab Khan,3,8,0,0,37.50,168
Rashid Khan,b Shadab Khan,4,7,0,0,57.14,168
James Faulkner,b Fawad Ahmed,1,5,0,0,20.00,168
Shaheen Shah Afridi,run out (Hussain Talat/Fawad Ahmed),0,1,0,0,0.00,168
Ahmed Daniyal,not out,6,9,1,0,66.66,168
Haris Rauf,c Iftikhar Ahmed b Ali Khan,17,11,0,2,154.54,168
Haider Ali,c Muzarabani b Shahnawaz Dahani,28,30,2,1,93.33,169
Kamran Akmal †,c Imran Tahir b Shahnawaz Dahani,35,27,5,0,129.62,169
Shoaib Malik,c †Mohammad Rizwan b Shahnawaz Dahani,0,1,0,0,0.00,169
David Miller,c †Mohammad Rizwan b Muzarabani,22,14,1,1,157.14,169
Rovman Powell,c †Mohammad Rizwan b Shahnawaz Dahani,4,4,1,0,100.00,169
Sherfane Rutherford,run out (Imran Khan/†Mohammad Rizwan),56,40,2,4,140.00,169
Fabian Allen,run out (†Mohammad Rizwan),3,4,0,0,75.00,169
Wahab Riaz (c),not out,0,0,0,0,-,169
Umaid Asif,not out,4,1,1,0,400.00,169
Shan Masood,c †Kamran Akmal b Mohammad Irfan,14,12,2,0,116.66,169
Mohammad Rizwan (c)†,not out,82,56,9,2,146.42,169
Sohaib Maqsood,c Umaid Asif b Mohammad Imran,61,31,4,5,196.77,169
Rilee Rossouw,not out,0,0,0,0,-,169
Sharjeel Khan,c †Muhammad Akhlaq b Akif Javed,25,17,1,2,147.05,170
Babar Azam,c Mohammad Wasim b Hasan Ali,81,54,7,3,150.00,170
Martin Guptill,b Mohammad Wasim,6,4,1,0,150.00,170
Najibullah Zadran,not out,71,42,5,4,169.04,170
Thisara Perera,c Iftikhar Ahmed b Ali Khan,0,1,0,0,0.00,170
Chadwick Walton †,not out,1,2,0,0,50.00,170
Usman Khawaja,c Arshad Iqbal b Abbas Afridi,12,16,1,0,75.00,170
Colin Munro,not out,88,56,12,2,157.14,170
Muhammad Akhlaq †,b Waqas Maqsood,1,2,0,0,50.00,170
Iftikhar Ahmed,not out,71,39,5,5,182.05,170
Jake Weatherald,b Mohammad Hafeez,48,41,8,1,117.07,171
Usman Khan,c David b Faulkner,0,4,0,0,0.00,171
Cameron Delport,b Rashid Khan,10,11,1,0,90.90,171
Sarfaraz Ahmed (c)†,not out,34,27,3,1,125.92,171
Azam Khan,c Fakhar Zaman b Faulkner,33,18,5,1,183.33,171
Mohammad Nawaz,c & b Faulkner,6,5,1,0,120.00,171
Hassan Khan,not out,12,15,0,0,80.00,171
Fakhar Zaman,b Mohammad Hasnain,12,9,1,0,133.33,171
Sohail Akhtar (c),c Weatherald b Usman Shinwari,0,1,0,0,0.00,171
Zeeshan Ashraf,c †Sarfaraz Ahmed b Khurram Shahzad,16,18,0,1,88.88,171
Mohammad Hafeez,c Azam Khan b Usman Shinwari,1,5,0,0,20.00,171
Ben Dunk †,b Mohammad Nawaz,6,5,1,0,120.00,171
Tim David,c †Sarfaraz Ahmed b Usman Shinwari,46,27,4,3,170.37,171
Rashid Khan,b Mohammad Nawaz,8,10,1,0,80.00,171
Ahmed Daniyal,c Mohammad Nawaz b Khurram Shahzad,3,9,0,0,33.33,171
James Faulkner,not out,12,12,1,0,100.00,171
Shaheen Shah Afridi,b Khurram Shahzad,12,6,1,1,200.00,171
Haris Rauf,b Mohammad Hasnain,19,7,2,1,271.42,171
Sharjeel Khan,c Haider Ali b Wahab Riaz,25,24,2,1,104.16,172
Babar Azam,lbw b Wahab Riaz,0,1,0,0,0.00,172
Martin Guptill,c †Kamran Akmal b Sameen Gul,4,7,1,0,57.14,172
Chadwick Walton †,lbw b Sameen Gul,0,1,0,0,0.00,172
Najibullah Zadran,c Haider Ali b Abrar Ahmed,17,27,1,0,62.96,172
Imad Wasim (c),c Shoaib Malik b Wahab Riaz,19,31,1,0,61.29,172
Aamer Yamin,c †Kamran Akmal b Abrar Ahmed,0,2,0,0,0.00,172
Abbas Afridi,not out,27,18,1,3,150.00,172
Waqas Maqsood,st †Kamran Akmal b Abrar Ahmed,7,7,0,1,100.00,172
Mohammad Amir,run out (Umaid Asif),1,2,0,0,50.00,172
Noor Ahmad,not out,0,0,0,0,-,172
Hazratullah Zazai,b Imad Wasim,63,26,8,4,242.30,172
Kamran Akmal †,b Aamer Yamin,9,9,2,0,100.00,172
Haider Ali,st †Walton b Noor Ahmad,16,16,3,0,100.00,172
Shoaib Malik,c Guptill b Imad Wasim,0,2,0,0,0.00,172
Rovman Powell,not out,2,9,0,0,22.22,172
Sherfane Rutherford,not out,2,5,0,0,40.00,172
Shan Masood,c Mohammad Hasnain b Hassan Khan,73,42,7,4,173.80,173
Mohammad Rizwan (c)†,b Khurram Shahzad,21,23,1,0,91.30,173
Sohaib Maqsood,b Zahir Khan,5,8,0,0,62.50,173
Johnson Charles,b Khurram Shahzad,47,24,5,2,195.83,173
Rilee Rossouw,c Usman Khan b Mohammad Nawaz,2,2,0,0,100.00,173
Khushdil Shah,not out,20,18,1,1,111.11,173
Sohail Tanvir,not out,2,3,0,0,66.66,173
Jake Weatherald,c †Mohammad Rizwan b Imran Khan,19,10,1,2,190.00,173
Usman Khan,run out (Imran Tahir/Rossouw),12,14,2,0,85.71,173
Cameron Delport,c Sohail Tanvir b Imran Khan,0,2,0,0,0.00,173
Sarfaraz Ahmed (c)†,c Imran Tahir b Sohail Tanvir,13,16,0,0,81.25,173
Azam Khan,c †Mohammad Rizwan b Muzarabani,2,6,0,0,33.33,173
Mohammad Nawaz,run out (Imran Tahir),10,6,2,0,166.66,173
Hassan Khan,c Rossouw b Imran Tahir,0,2,0,0,0.00,173
Usman Shinwari,lbw b Imran Tahir,7,6,1,0,116.66,173
Khurram Shahzad,lbw b Imran Tahir,0,1,0,0,0.00,173
Mohammad Hasnain,not out,1,5,0,0,20.00,173
Zahir Khan,c Sohaib Maqsood b Shahnawaz Dahani,6,5,1,0,120.00,173
Usman Khawaja (c),not out,105,56,13,3,187.50,174
Colin Munro,b Shoaib Malik,48,28,5,2,171.42,174
Asif Ali,c Hazratullah Zazai b Sameen Gul,43,14,2,5,307.14,174
Brandon King,not out,46,22,5,3,209.09,174
Hazratullah Zazai,c Hasan Ali b Akif Javed,0,1,0,0,0.00,174
Kamran Akmal †,c Iftikhar Ahmed b Hussain Talat,53,32,7,2,165.62,174
Imam-ul-Haq,c Hasan Ali b Akif Javed,7,8,1,0,87.50,174
Shoaib Malik,b Hussain Talat,68,36,6,3,188.88,174
Rovman Powell,c †Muhammad Akhlaq b Akif Javed,14,11,2,0,127.27,174
Sherfane Rutherford,c †Muhammad Akhlaq b Hasan Ali,29,8,1,4,362.50,174
Wahab Riaz (c),not out,28,15,1,2,186.66,174
Umaid Asif,not out,20,9,2,1,222.22,174
