url,result
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-quetta-gladiators-21st-match-1211662/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/islamabad-united-vs-multan-sultans-22nd-match-1211663/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-karachi-kings-23rd-match-1211664/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-peshawar-zalmi-24th-match-1211665/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/karachi-kings-vs-lahore-qalandars-26th-match-1211667/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/multan-sultans-vs-peshawar-zalmi-27th-match-1211668/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/karachi-kings-vs-islamabad-united-28th-match-1211669/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-multan-sultans-29th-match-1211670/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/karachi-kings-vs-quetta-gladiators-30th-match-1211671/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/multan-sultans-vs-karachi-kings-qualifier-1211672/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-peshawar-zalmi-eliminator-1-1211673/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/lahore-qalandars-vs-multan-sultans-eliminator-2-1211675/full-scorecard,
http://espncricinfo.com//series/psl-2019-20-2020-21-1211602/karachi-kings-vs-lahore-qalandars-final-1231146/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/karachi-kings-vs-quetta-gladiators-1st-match-1247011/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/lahore-qalandars-vs-peshawar-zalmi-2nd-match-1247012/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-multan-sultans-3rd-match-1247013/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/lahore-qalandars-vs-quetta-gladiators-4th-match-1247014/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/multan-sultans-vs-peshawar-zalmi-5th-match-1247015/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/karachi-kings-vs-islamabad-united-6th-match-1247016/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/lahore-qalandars-vs-multan-sultans-7th-match-1247017/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/peshawar-zalmi-vs-quetta-gladiators-8th-match-1247018/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/karachi-kings-vs-multan-sultans-9th-match-1247019/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-peshawar-zalmi-10th-match-1247020/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/karachi-kings-vs-lahore-qalandars-11th-match-1247021/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-quetta-gladiators-12th-match-1247022/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/karachi-kings-vs-peshawar-zalmi-13th-match-1247023/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/multan-sultans-vs-quetta-gladiators-14th-match-1247024/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-lahore-qalandars-15th-match-1247027/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/karachi-kings-vs-multan-sultans-16th-match-1247025/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/lahore-qalandars-vs-peshawar-zalmi-17th-match-1247026/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-quetta-gladiators-18th-match-1247028/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/peshawar-zalmi-vs-quetta-gladiators-19th-match-1247030/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-lahore-qalandars-20th-match-1247029/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/multan-sultans-vs-peshawar-zalmi-21st-match-1247031/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-karachi-kings-22nd-match-1247032/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/lahore-qalandars-vs-quetta-gladiators-23rd-match-1247033/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/karachi-kings-vs-peshawar-zalmi-24th-match-1247034/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/multan-sultans-vs-quetta-gladiators-25th-match-1247035/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-peshawar-zalmi-26th-match-1247036/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/karachi-kings-vs-lahore-qalandars-27th-match-1247037/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/lahore-qalandars-vs-multan-sultans-28th-match-1247038/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/karachi-kings-vs-quetta-gladiators-29th-match-1247039/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-multan-sultans-30th-match-1247040/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-multan-sultans-qualifier-1247041/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/peshawar-zalmi-vs-karachi-kings-eliminator-1-1247042/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/islamabad-united-vs-peshawar-zalmi-eliminator-2-1247043/full-scorecard,
http://espncricinfo.com//series/psl-2020-21-2021-1238103/multan-sultans-vs-peshawar-zalmi-final-1247044/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/karachi-kings-vs-multan-sultans-1st-match-1293000/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/quetta-gladiators-vs-peshawar-zalmi-2nd-match-1293001/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/multan-sultans-vs-lahore-qalandars-3rd-match-1293002/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/karachi-kings-vs-quetta-gladiators-4th-match-1293003/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/peshawar-zalmi-vs-islamabad-united-5th-match-1293004/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/karachi-kings-vs-lahore-qalandars-6th-match-1293005/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/quetta-gladiators-vs-multan-sultans-7th-match-1293006/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/islamabad-united-vs-multan-sultans-8th-match-1293007/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/peshawar-zalmi-vs-lahore-qalandars-9th-match-1293008/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/quetta-gladiators-vs-islamabad-united-10th-match-1293009/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/karachi-kings-vs-peshawar-zalmi-11th-match-1293010/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/islamabad-united-vs-lahore-qalandars-12th-match-1293011/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/peshawar-zalmi-vs-multan-sultans-13th-match-1293012/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/karachi-kings-vs-islamabad-united-14th-match-1293013/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/quetta-gladiators-vs-lahore-qalandars-15th-match-1293014/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/multan-sultans-vs-peshawar-zalmi-16th-match-1293015/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/lahore-qalandars-vs-multan-sultans-17th-match-1293016/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/islamabad-united-vs-quetta-gladiators-18th-match-1293017/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/peshawar-zalmi-vs-karachi-kings-19th-match-1293018/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/lahore-qalandars-vs-quetta-gladiators-20th-match-1293019/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/islamabad-united-vs-karachi-kings-21st-match-1293020/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/peshawar-zalmi-vs-quetta-gladiators-22nd-match-1293021/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/multan-sultans-vs-karachi-kings-23rd-match-1293022/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/islamabad-united-vs-peshawar-zalmi-24th-match-1293023/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/multan-sultans-vs-quetta-gladiators-25th-match-1293024/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/lahore-qalandars-vs-karachi-kings-26th-match-1293025/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/lahore-qalandars-vs-islamabad-united-27th-match-1293026/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/quetta-gladiators-vs-karachi-kings-28th-match-1293027/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/multan-sultans-vs-islamabad-united-29th-match-1293028/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/lahore-qalandars-vs-peshawar-zalmi-30th-match-1293029/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/lahore-qalandars-vs-multan-sultans-qualifier-1293030/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/islamabad-united-vs-peshawar-zalmi-eliminator-1-1293031/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/lahore-qalandars-vs-islamabad-united-eliminator-2-1293032/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2021-22-1292999/lahore-qalandars-vs-multan-sultans-final-1293033/full-scorecard,
http://espncricinfo.com//series/pakistan-super-league-2022-23-1332128/multan-sultans-vs-lahore-qalandars-1st-match-1354924/full-scorecard,
